46211	3601	14
472	9186	2
410	3924	6
13665	6778	1
102	956	46
32227	4551	61
118	5352	13
808	2937	20
347	7363	15
2532	6009	13
216	867	0
134	6808	14
45987	5978	2
101	4771	1
108	2861	77
49067	5409	32
732	5557	64
3284	7894	14
371	3850	50
116	7012	31
146	2401	13
12666	746	41
2631	5967	52
15622	1165	17
7210	7805	9
1216	1196	13
2766	1116	17
109	1310	2
4869	5445	23
212	6857	30
4596	9140	50
106	3505	38
134	1119	11
250	3146	6
101	5833	9
5759	6075	4
106	8501	50
349	11	6
3255	597	8
5805	6987	9
101	9931	14
105	1539	4
101	2639	26
1757	6143	3
553	4444	9
160	125	30
21085	268	10
106	7521	9
1545	3970	50
248	3349	14
58	5340	16
145	306	49
6128	4973	8
1142	5575	3
12005	9184	20
125	8601	6
42890	6777	11
34062	1826	18
102	2918	23
442	9364	4
453	2179	0
1674	9737	62
569	1293	66
101	1606	16
1255	9960	1
129	674	17
1933	8861	23
1915	9616	30
240	4463	5
24047	3967	10
13788	8030	16
3115	3197	22
104	1665	15
2371	641	17
39533	7065	21
858	3404	28
102	6647	46
11608	5861	29
645	28	4
105	5416	23
35411	9681	15
163	595	0
740	4807	57
103	9827	25
7827	2400	24
5465	4535	17
894	474	4
107	2406	8
105	1926	3
170	9486	20
1703	64	39
164	8649	75
14034	9193	25
753	1528	15
212	1583	22
101	3325	71
108	7950	41
1431	5780	11
52822	1399	14
334	3973	70
504	3200	4
33860	6758	11
102	7586	11
212	6376	19
869	7106	14
120	7477	15
44171	1144	49
101	3653	9
299	6528	35
2649	8546	19
23065	8153	26
3896	8568	8
47268	3716	22
3848	2203	35
4723	3228	79
143	6898	79
2491	9941	16
18230	3575	28
287	2879	18
114	579	25
10783	5321	8
3370	2737	2
111	5965	45
297	1925	14
445	4048	21
25274	9534	25
606	6498	44
2937	5793	14
121	7657	38
648	5320	1
702	2670	29
1213	5219	9
227	9630	9
2588	6122	60
102	6868	38
106	6955	24
22972	7438	22
291	2431	39
1726	801	9
119	5040	22
187	4650	18
5906	1332	23
104	7951	10
169	1032	10
529	7533	61
239	6235	80
25100	3537	26
489	5707	3
171	631	44
102	6512	44
102	1043	35
153	523	44
103	321	10
41427	7931	4
1174	7128	30
412	3745	34
37314	7161	14
1470	9769	24
57	8777	59
1274	5286	15
295	8343	93
121	3741	3
4329	7000	45
101	1081	63
124	7371	37
281	4106	32
111	5200	28
120	8544	32
837	3835	22
203	3523	31
515	9268	16
142	416	2
7741	5746	3
103	8712	5
107	4042	20
26634	9432	7
148	1894	31
1333	6485	26
151	6806	0
220	3015	8
146	1385	19
3215	2023	3
217	6889	24
5831	6353	4
102	3816	23
845	1636	12
410	3217	3
4645	6781	1
103	6799	13
172	6442	12
211	141	68
101	9123	3
46091	5548	28
3537	3972	33
10834	8045	23
108	2774	16
2996	8207	10
431	1589	8
3712	5911	1
187	395	22
102	6208	17
1681	2452	19
104	6892	4
290	4963	13
102	3586	27
860	1388	17
1873	5454	4
111	9278	1
2449	4839	20
9	3783	32
3075	7452	1
2985	6998	12
1298	3629	33
107	7432	26
13623	6202	23
4421	4324	35
101	8625	34
146	3334	16
1883	5440	74
196	2866	4
9136	8616	68
34545	6874	4
31722	6466	30
2980	4598	36
195	7025	12
103	6593	11
26946	4973	24
304	6003	2
107	1508	1
309	5060	0
720	7748	6
135	5509	61
112	4056	29
28801	8977	1
29444	94	9
105	6570	30
222	2248	7
8	2	19
2345	5848	6
784	3430	53
39411	7393	0
112	5264	12
103	4546	18
995	8115	14
653	4013	3
566	2561	93
24994	6715	48
214	2780	40
8725	2196	65
2948	2085	68
12889	423	8
178	1305	27
136	3842	44
102	5580	28
104	8724	66
282	471	12
104	5245	56
2557	5221	21
1105	1637	16
1362	6708	73
1032	7303	12
57	2833	12
771	3633	10
101	1998	2
2578	4706	16
103	5197	6
146	1697	3
101	9977	54
102	7497	19
135	6775	11
3907	2452	44
57	8418	33
1485	2847	51
1151	984	14
224	4754	43
127	8939	2
572	4856	9
10572	5595	20
132	4026	52
1732	8319	15
1791	2312	5
122	5559	15
101	2180	27
1986	5337	31
9252	7746	35
101	5122	8
458	652	57
316	8499	2
50733	9222	29
111	9564	31
22697	24	5
15701	7570	28
102	9258	19
235	5067	12
113	4255	22
137	8446	27
32475	3144	25
109	9172	24
13946	1450	50
630	3408	46
53877	7353	8
2358	9496	1
49018	8974	3
691	5594	32
2241	1760	23
16076	1398	90
108	1045	15
3119	5704	15
103	526	24
2183	6474	0
471	5455	30
6356	8852	9
1733	6548	30
190	2329	19
777	2343	2
136	6127	35
54384	9984	0
276	1757	22
589	7025	13
103	2454	38
110	262	47
113	8219	7
137	4218	10
360	9407	16
137	9811	19
36718	2184	2
2205	185	17
6628	628	24
101	8788	95
777	2565	30
466	2196	64
101	2050	13
221	2025	11
4296	8285	25
105	613	13
798	6099	64
3616	69	26
104	5005	3
1399	8488	6
144	4808	30
101	8277	42
63	2054	25
303	7095	13
3360	8901	6
25720	1084	30
884	8799	16
193	1215	2
2075	7851	19
427	6495	16
300	4127	13
395	1881	58
16095	8460	27
1984	9718	8
127	2691	8
3910	5012	8
70	8239	26
38120	4314	20
10072	6014	25
2799	4947	19
2017	7208	5
8289	6384	6
51909	645	7
233	5291	19
962	3095	7
2627	8577	44
209	5063	9
152	5903	19
117	4471	14
154	5539	6
913	205	22
161	4466	38
183	5945	29
515	361	3
2148	1802	28
109	654	13
6109	5834	20
51671	5742	25
3022	7200	24
778	1473	34
467	7613	18
130	4446	10
934	10000	36
47243	257	23
107	5598	13
5711	3908	16
1138	2892	8
5197	967	4
159	9801	2
109	7038	82
268	6805	10
345	7934	9
363	5	39
111	108	2
195	310	34
2977	3833	1
1591	8106	22
217	4821	3
12483	8272	3
48317	9124	20
901	8871	71
131	7305	44
113	4618	26
148	3775	24
131	8107	48
680	6403	26
312	5078	17
206	1228	21
2813	1239	9
41324	4698	11
2267	7242	47
101	1081	16
313	7417	26
102	5251	64
105	5398	1
184	8281	18
713	6474	12
2297	5211	11
57	8777	20
549	8626	8
5110	3430	33
131	1114	26
3502	24	15
6300	9673	21
2572	1206	14
63	1085	4
5149	5596	17
495	3566	9
1506	5233	5
2205	5230	23
29568	6015	59
45295	1169	54
198	2228	22
197	9069	16
107	9073	2
556	2479	22
250	6106	12
16992	11	19
102	3041	58
204	2584	3
57	390	13
4691	8144	26
113	5627	53
115	1361	29
200	6866	14
1124	461	12
2931	6657	31
121	2539	1
9182	6934	22
8036	3534	27
1475	7175	29
101	2507	71
12325	7877	20
966	6311	4
532	6757	27
580	2076	9
1258	2708	8
36232	8536	30
511	4388	12
243	3809	14
690	6737	18
108	9836	18
101	9117	21
168	8852	1
294	2304	56
5901	6788	37
107	1905	13
129	6011	19
988	189	8
630	8803	75
12655	5827	15
2402	8972	0
5903	8373	26
3856	7762	16
51451	165	42
107	8748	49
385	6710	37
794	1495	35
1018	7504	14
1233	4474	21
3517	7286	31
7723	8515	27
11500	1539	13
101	7473	3
243	6120	9
295	7027	17
1913	5155	18
625	3840	6
150	5348	23
109	566	34
51674	3815	39
103	7196	19
1343	2013	9
1066	2784	13
6643	8298	27
1442	6634	105
16469	4386	39
101	661	12
2654	8772	3
7782	4455	40
1990	6208	15
106	540	9
1095	3202	5
148	501	1
1074	7030	16
14255	4509	11
141	262	3
1397	6992	3
311	2186	37
315	7364	12
1179	8771	3
111	556	0
863	4576	11
3937	9024	7
2854	155	62
323	2360	25
3009	4679	77
1207	2679	46
103	2079	15
51483	4335	1
105	1977	1
133	6640	13
40625	7197	5
117	2458	1
12718	9072	13
10194	9630	0
3602	567	6
456	843	10
101	6090	55
490	5649	19
57	3415	51
130	6618	17
178	8233	6
209	8409	43
6341	5718	26
2159	2620	76
2750	7592	32
1999	7250	26
159	2598	14
163	420	18
880	5026	6
6751	7524	23
51789	5465	11
186	3165	11
57	2762	6
738	9395	65
521	6868	11
567	3436	23
2705	1392	18
171	91	27
8451	8344	8
114	306	29
102	7314	25
331	37	2
47208	6804	39
11467	7142	23
43277	631	9
7931	1728	55
42987	8222	14
4736	5186	3
19140	5326	15
70	1394	9
5150	5118	7
8089	7093	56
2059	7811	4
2976	6609	9
195	9344	6
206	8728	78
168	5329	2
911	2126	2
1466	7320	5
5288	3867	57
4508	1976	6
43291	8350	7
340	9178	18
153	899	17
33171	6221	8
175	4728	41
5192	6349	8
2011	1728	13
18817	2881	52
932	1673	34
107	1158	48
104	8029	6
58	5359	19
3126	5326	30
207	616	21
172	4254	5
8855	7998	18
197	3815	0
1331	2298	41
1107	761	2
147	9113	2
265	1582	12
136	8227	9
449	3970	46
164	6131	41
101	4305	20
11664	8427	52
43451	8149	0
359	3659	30
251	4315	115
43143	6752	5
245	6133	36
130	8404	31
689	2322	6
102	2071	19
613	2961	39
424	7456	6
2493	9031	6
3665	5446	10
1029	6342	35
109	3920	35
349	4624	7
475	6806	26
2834	8972	32
227	8614	13
103	7102	11
129	3973	72
1306	5585	36
43786	5435	14
101	6829	34
491	5708	35
548	3165	10
41001	8607	49
24558	3441	52
924	3311	1
23761	9240	43
173	2071	12
166	6418	1
162	6391	42
648	6545	2
708	6392	4
122	5803	5
4910	2041	4
168	3423	7
1670	3186	25
2835	3761	1
120	9163	21
37590	3818	14
8491	2234	19
3653	9583	17
104	6966	26
10151	5023	97
16727	6142	16
115	141	62
205	2931	21
4023	3087	4
111	6380	3
1598	1791	2
1301	1005	10
7528	421	56
101	932	37
103	2698	44
58	9812	78
70	3796	14
255	8551	61
20612	7797	8
7113	4661	14
101	760	2
137	6713	62
38756	9187	17
382	5718	11
134	1580	10
147	9751	2
8993	2881	27
216	2160	18
420	7857	5
1004	2142	14
8031	8898	2
266	4945	15
179	2120	4
1311	4624	2
64	6753	13
105	3478	0
107	7701	4
64	9868	13
468	6225	15
2734	9179	4
1303	611	3
103	9580	71
13242	3283	12
25469	2041	16
359	666	32
123	3749	14
164	9527	58
114	4679	44
532	3315	36
436	1971	5
105	9592	28
36996	6587	5
1893	355	63
208	3282	33
49196	6093	7
101	923	8
135	3927	81
216	9330	16
477	2167	0
5381	6131	20
601	4190	3
102	7890	27
665	9883	37
136	5520	35
49794	4466	32
113	1798	22
109	1450	3
2763	2617	36
2126	6883	13
1627	6865	44
239	8791	21
24670	9808	20
8460	8153	11
3904	3837	5
13271	9257	41
142	9023	18
567	5250	9
360	6633	1
213	8249	10
316	6082	0
334	3343	31
120	2885	18
207	7467	3
2892	4650	2
101	6197	20
110	6988	20
517	5864	8
1220	4396	28
4427	9451	10
234	6679	2
330	2202	41
4671	4574	20
101	2881	49
14731	325	21
33173	7661	9
4654	487	44
727	6355	16
102	8573	28
974	6955	35
178	7305	112
103	2219	33
317	2757	9
144	9073	8
877	9069	4
4695	6610	10
3015	9871	0
143	7763	8
105	3440	13
3530	4077	8
110	3181	20
375	4775	5
3669	5400	31
103	9809	14
764	6583	22
1107	6136	27
2194	1731	38
520	124	15
1615	6265	7
358	1786	76
608	3938	18
2576	3850	62
664	4359	5
633	3192	24
106	5424	28
49570	3777	26
1987	7983	18
114	4987	16
26620	3462	38
105	1842	2
102	297	34
54686	5557	33
47712	4027	11
238	6550	7
39168	3210	2
2139	5704	67
112	8514	6
127	6706	7
1920	3768	4
131	5758	25
1084	5450	15
231	8014	27
50042	666	44
306	4017	0
111	259	9
9772	3241	42
102	5687	15
153	3404	15
39832	3214	2
2316	4498	16
380	5149	7
107	7632	1
3402	2401	26
13786	4649	18
1097	2102	34
1243	1694	25
447	9605	4
356	2296	41
124	7366	31
439	1565	10
119	300	21
818	6515	14
6162	3978	16
69	8766	6
41807	7863	0
269	1817	0
2378	5930	1
1031	4178	0
487	9093	48
969	1258	9
869	5593	10
101	1936	15
103	593	1
101	2714	20
1141	403	26
3421	4822	28
109	3036	38
536	6130	53
4380	847	38
115	555	49
207	2326	38
691	2143	13
608	6789	6
5982	5892	0
3699	8930	11
203	1845	17
7370	4126	10
710	7305	4
1356	7379	23
2627	8501	2
102	1176	15
103	7015	43
4462	7274	26
148	2776	5
485	7981	26
1921	9979	6
2555	8803	54
48425	9880	31
1503	8487	14
4251	2414	30
28904	4118	2
103	150	1
107	3391	3
1588	1485	17
926	2642	6
42384	3109	24
570	7361	13
915	2634	0
102	279	27
1631	4624	35
1944	2875	4
102	2614	30
1162	105	90
583	2413	3
296	7999	4
113	5090	19
108	4971	22
3543	9268	27
1513	2150	0
1300	487	15
201	3938	48
3871	2454	6
557	1761	18
197	9339	38
58	2310	11
158	6246	11
102	1587	21
162	6341	18
102	3346	16
823	9580	101
613	9346	21
104	4993	45
855	721	13
7770	5892	67
35179	5906	0
57	7521	17
3542	8806	46
143	3892	24
231	4649	14
820	1942	11
421	3000	0
1113	868	39
109	2221	13
3254	8931	9
1422	8906	27
806	2090	16
3135	7164	6
165	8589	26
8112	8709	63
454	8701	5
8683	9538	6
10732	2900	66
1062	4906	8
28362	7296	14
34777	7060	7
14397	6710	16
26394	4714	11
18107	3675	18
101	6681	12
2315	223	28
209	7432	23
1098	4937	2
168	9752	4
165	2048	12
102	158	29
333	6632	8
34995	6683	23
15555	5241	34
205	5561	5
106	4180	16
53221	450	16
110	657	38
2153	3442	0
102	8464	18
103	287	7
1777	5075	22
2197	4380	15
23251	741	37
523	5861	35
123	8427	15
2027	7404	16
556	8479	40
50352	7506	11
139	2477	13
264	9773	24
37442	264	9
1814	4425	13
17835	240	2
103	8296	80
5052	2203	6
101	2673	12
4391	619	9
103	9466	20
2305	9588	34
198	3996	25
101	336	9
102	8269	33
