1095	1
175	2
1293	3
253	4
4233	5
3961	6
2565	7
3070	8
2661	9
61	10
143	11
397	12
680	13
1077	14
2720	15
61	16
35	17
564	18
35	19
1378	20
334	21
770	22
333	23
338	24
2850	25
223	26
438	27
237	28
832	29
260	30
2412	31
3526	32
33	33
366	34
254	35
595	36
116	37
1374	38
551	39
324	40
2409	41
4790	42
225	43
3045	44
2433	45
73	46
831	47
4442	48
3943	49
3154	50
1941	51
4107	52
4096	53
1564	54
4810	55
446	56
5108	57
3980	58
60	59
1202	60
396	61
3153	62
284	63
4274	64
806	65
1704	66
3245	67
4256	68
1993	69
36	70
3875	71
827	72
2428	73
3451	74
1033	75
3033	76
4801	77
510	78
807	79
3246	80
1991	81
3864	82
5186	83
2042	84
4802	85
1566	86
1566	87
4057	88
792	89
792	90
792	91
1998	92
2954	93
5093	94
928	95
398	96
1077	97
253	98
23	99
657	100
2482	101
383	102
2136	103
832	104
487	105
1757	106
4728	107
254	108
33	109
785	110
1378	111
383	112
4474	113
495	114
1342	115
61	116
61	117
2506	118
398	119
2567	120
2032	121
1703	122
42	123
166	124
1132	125
2386	126
33	127
254	128
33	129
272	130
1109	131
544	132
544	133
544	134
441	135
253	136
61	137
564	138
175	139
383	140
2416	141
1341	142
4471	143
573	144
33	145
253	146
61	147
1831	148
495	149
61	150
33	151
2126	152
913	153
1342	154
33	155
3235	156
204	157
4054	158
175	159
253	160
175	161
178	162
456	163
494	164
495	165
362	166
61	167
61	168
487	169
33	170
4404	171
22	172
23	173
79	174
175	175
175	176
175	177
61	178
2133	179
3396	180
854	181
22	182
100	183
559	184
3412	185
634	186
4077	187
1909	188
212	189
3178	190
345	191
1087	192
624	193
1380	194
104	195
104	196
74	197
42	198
212	199
4237	200
356	201
104	202
1056	203
2418	204
4081	205
5106	206
4441	207
4819	208
876	209
5104	210
104	211
1043	212
4579	213
104	214
291	215
1964	216
795	217
491	218
208	219
4433	220
4545	221
2605	222
1390	223
2685	224
2636	225
2650	226
2672	227
2674	228
1133	229
3596	230
620	231
634	232
734	233
4769	234
864	235
707	236
2963	237
370	238
4500	239
687	240
636	241
600	242
4068	243
1804	244
141	245
747	246
1375	247
369	248
4865	249
133	250
159	251
134	252
301	253
2736	254
4174	255
401	256
35	257
4503	258
69	259
2741	260
30	261
461	262
853	263
658	264
1557	265
183	266
183	267
5087	268
805	269
3430	270
4669	271
3629	272
183	273
45	274
524	275
3799	276
2035	277
18	278
958	279
94	280
503	281
817	282
1634	283
483	284
1414	285
643	286
2359	287
1251	288
85	289
2923	290
856	291
3923	292
817	293
803	294
612	295
8	296
97	297
112	298
54	299
172	300
312	301
3963	302
1409	303
474	304
646	305
9	306
5	307
167	308
2230	309
440	310
738	311
112	312
2239	313
80	314
17	315
331	316
188	317
1724	318
486	319
554	320
214	321
128	322
11	323
11	324
71	325
11	326
22	327
22	328
22	329
11	330
9	331
54	332
737	333
2278	334
114	335
264	336
3991	337
3606	338
1010	339
190	340
31	341
127	342
824	343
379	344
382	345
117	346
206	347
5	348
19	349
43	350
43	351
103	352
16	353
295	354
1161	355
706	356
326	357
3949	358
550	359
3958	360
68	361
43	362
27	363
1410	364
1906	365
372	366
823	367
58	368
41	369
68	370
3740	371
5	372
77	373
82	374
58	375
68	376
874	377
18	378
82	379
50	380
27	381
379	382
1042	383
9	384
645	385
205	386
205	387
27	388
82	389
1824	390
9	391
462	392
136	393
58	394
485	395
1134	396
1711	397
2544	398
2137	399
613	400
613	401
1160	402
704	403
1614	404
312	405
294	406
19	407
44	408
97	409
44	410
68	411
1533	412
872	413
16	414
704	415
57	416
1895	417
214	418
103	419
9	420
9	421
5	422
128	423
4362	424
207	425
1203	426
206	427
114	428
59	429
93	430
97	431
417	432
8	433
2563	434
167	435
400	436
128	437
68	438
21	439
400	440
30	441
177	442
16	443
373	444
40	445
198	446
3080	447
2635	448
626	449
767	450
199	451
4720	452
266	453
1518	454
4156	455
2604	456
764	457
38	458
1787	459
646	460
1	461
45	462
31	463
1336	464
286	465
380	466
2207	467
3403	468
562	469
5125	470
644	471
102	472
3397	473
1164	474
48	475
3632	476
1155	477
1413	478
639	479
418	480
140	481
824	482
326	483
872	484
613	485
227	486
70	487
4476	488
43	489
19	490
1163	491
780	492
972	493
1648	494
2564	495
405	496
8	497
172	498
1786	499
1035	500
23	501
1196	502
3400	503
80	504
825	505
822	506
901	507
9	508
187	509
51	510
18	511
1014	512
70	513
129	514
64	515
3406	516
1527	517
643	518
129	519
16	520
568	521
1697	522
233	523
3409	524
44	525
2744	526
19	527
21	528
1153	529
550	530
1827	531
44	532
1647	533
311	534
4721	535
1525	536
1458	537
2134	538
642	539
16	540
16	541
31	542
68	543
2448	544
5085	545
5159	546
