3213	1
5328	2
3938	3
4748	4
3956	5
1687	6
3968	7
237	8
2538	9
4289	10
3900	11
254	12
3949	13
3357	14
2384	15
4951	16
997	17
5859	18
407	19
4124	20
1966	21
5059	22
2275	23
1064	24
416	25
1037	26
416	27
737	28
1631	29
2239	30
2744	31
2627	32
4158	33
3905	34
3995	35
1259	36
587	37
5937	38
586	39
3862	40
1291	41
2617	42
6064	43
1421	44
3536	45
3863	46
3638	47
5664	48
629	49
6642	50
6519	51
4427	52
6301	53
215	54
1109	55
2174	56
4081	57
3475	58
3478	59
3479	60
609	61
891	62
2638	63
2719	64
739	65
4294	66
2716	67
2771	68
2265	69
6357	70
2964	71
3928	72
1601	73
4284	74
5335	75
5358	76
6463	77
397	78
1578	79
2819	80
168	81
5357	82
4919	83
6324	84
6476	85
2406	86
963	87
3254	88
3737	89
5253	90
2795	91
4055	92
4064	93
6050	94
4989	95
4175	96
6620	97
4031	98
618	99
317	100
317	101
528	102
1438	103
3934	104
2439	105
6521	106
5258	107
4455	108
3690	109
5254	110
503	111
3128	112
1789	113
5838	114
5680	115
1327	116
217	117
1619	118
2251	119
2688	120
5409	121
1316	122
1500	123
133	124
6669	125
803	126
3903	127
5996	128
4218	129
2403	130
952	131
6188	132
296	133
451	134
3126	135
558	136
880	137
940	138
5813	139
5898	140
105	141
5395	142
797	143
3942	144
4172	145
2437	146
540	147
5788	148
1145	149
3996	150
5284	151
4907	152
3828	153
2051	154
880	155
6120	156
3125	157
2534	158
740	159
3921	160
3070	161
2093	162
1302	163
647	164
2188	165
6286	166
6157	167
2815	168
2315	169
2089	170
5917	171
2867	172
6023	173
3237	174
4154	175
373	176
4624	177
372	178
2846	179
5889	180
5617	181
6019	182
3580	183
3148	184
4827	185
1650	186
1595	187
2049	188
219	189
784	190
325	191
5797	192
1367	193
893	194
2987	195
1696	196
5803	197
1582	198
1620	199
6400	200
3585	201
2158	202
3345	203
1685	204
3628	205
3781	206
849	207
5063	208
5017	209
1276	210
4058	211
1683	212
6071	213
875	214
1539	215
2528	216
5199	217
1771	218
296	219
2658	220
239	221
848	222
850	223
4102	224
879	225
3555	226
3556	227
581	228
1907	229
3275	230
1370	231
2563	232
4207	233
1584	234
4123	235
1239	236
2900	237
2767	238
3778	239
541	240
5381	241
3648	242
781	243
3597	244
2385	245
488	246
5827	247
653	248
2803	249
653	250
6317	251
790	252
623	253
2735	254
6172	255
6049	256
6340	257
6341	258
6346	259
6347	260
6342	261
6084	262
6343	263
6345	264
6046	265
6138	266
6303	267
6344	268
6305	269
2858	270
2936	271
6351	272
5765	273
5138	274
1681	275
2715	276
3414	277
3848	278
1546	279
709	280
5948	281
4082	282
491	283
3154	284
4258	285
5820	286
6319	287
2313	288
7	289
7	290
7	291
7	292
7	293
7	294
7	295
7	296
7	297
6296	298
3726	299
235	300
4116	301
1339	302
6223	303
840	304
1688	305
4048	306
437	307
437	308
4659	309
324	310
324	311
590	312
1126	313
5627	314
1221	315
821	316
6066	317
5739	318
6307	319
1586	320
105	321
6353	322
1965	323
3021	324
1456	325
18	326
7	327
7	328
7	329
7	330
7	331
7	332
7	333
7	334
7	335
7	336
7	337
18	338
7	339
18	340
18	341
18	342
18	343
18	344
18	345
18	346
18	347
18	348
7	349
18	350
18	351
18	352
18	353
18	354
18	355
18	356
3173	357
4086	358
4133	359
3233	360
6348	361
5800	362
5429	363
5861	364
3709	365
5633	366
5823	367
451	368
5361	369
5352	370
2967	371
462	372
500	373
4131	374
6151	375
1587	376
5043	377
3246	378
5355	379
1665	380
2646	381
3865	382
805	383
2976	384
5888	385
3841	386
3629	387
6350	388
3668	389
5171	390
6314	391
4137	392
6565	393
357	394
707	395
2844	396
3256	397
2169	398
